timestamp_ns,mode,e2e,dataset,text_mix,style_mix,cols,rows,frames_total,warmup_frames,seed,time_min_ns,time_median_ns,time_p95_ns,time_max_ns,time_mean_ns,cpu_time_ns,cpu_user_ns,cpu_sys_ns,page_faults_minor,page_faults_major,page_faults_minor_min,page_faults_minor_median,page_faults_minor_p95,page_faults_minor_max,page_faults_minor_mean,page_faults_major_min,page_faults_major_median,page_faults_major_p95,page_faults_major_max,page_faults_major_mean,max_rss_bytes,bytes_total,bytes_mean,dirty_ratio_mean,style_runs_mean,pmc_cycles_min,pmc_cycles_median,pmc_cycles_p95,pmc_cycles_max,pmc_cycles_mean,pmc_instructions_min,pmc_instructions_median,pmc_instructions_p95,pmc_instructions_max,pmc_instructions_mean,pmc_cache_misses_min,pmc_cache_misses_median,pmc_cache_misses_p95,pmc_cache_misses_max,pmc_cache_misses_mean,pmc_cache_references_min,pmc_cache_references_median,pmc_cache_references_p95,pmc_cache_references_max,pmc_cache_references_mean,pmc_branches_min,pmc_branches_median,pmc_branches_p95,pmc_branches_max,pmc_branches_mean,pmc_branch_misses_min,pmc_branch_misses_median,pmc_branch_misses_p95,pmc_branch_misses_max,pmc_branch_misses_mean
1770222368431777000,diff_redraw,1,unicode_stress_width_churn,common,flat,200,60,20000,1000,69420,77666,140208,184166,9380500,144316,2704586000,2089676000,614910000,0,0,0,0,0,0,0,0,0,0,0,0,15695872,0,0.000000,0.207320,134.629579,239369,345394,412236,623821,345925,662105,950306,1081627,1213417,944709,184,1261,1589,2217,1263,NA,NA,NA,NA,NA,89887,124232,140733,148908,123658,2993,4270,5026,7238,4256
1770222373595390000,diff_redraw,1,unicode_stress_width_churn,common,themed,200,60,20000,1000,69420,109250,197708,265292,2527708,202114,3301515000,2415373000,886142000,0,0,0,0,0,0,0,0,0,0,0,0,15745024,0,0.000000,0.207358,598.499105,280637,430227,520233,725584,430838,845267,1223955,1402085,1551371,1215735,235,1319,1657,2251,1319,NA,NA,NA,NA,NA,108994,155754,177347,192182,154703,3239,4994,5847,9417,4963
1770222379982810000,diff_redraw,1,unicode_stress_width_churn,common,churn,200,60,20000,1000,69420,225875,469604,747041,15411500,503236,5609101000,3515869000,2093232000,0,0,0,0,0,0,0,0,0,0,0,0,15794176,0,0.000000,0.207901,4039.098105,474169,806809,980749,1439241,809775,1475141,2433630,2815589,3127211,2418398,461,1582,1960,2641,1588,NA,NA,NA,NA,NA,180310,291617,336324,375314,289787,4875,7915,9276,11775,7861
1770222392514888000,diff_redraw,1,unicode_stress_width_churn,grapheme_stress,flat,200,60,20000,1000,69420,98292,172458,230833,8071250,176944,3336653000,2622423000,714230000,0,0,0,0,0,0,0,0,0,0,0,0,15892480,0,0.000000,0.212802,134.629579,283090,401042,472565,669564,401003,833986,1116373,1251326,1754091,1110212,244,1169,1419,2041,1166,NA,NA,NA,NA,NA,111424,146243,162567,171415,145704,3535,5614,6697,8161,5571
1770222398548653000,diff_redraw,1,unicode_stress_width_churn,grapheme_stress,themed,200,60,20000,1000,69420,112542,230333,302458,572416,233067,3884058000,2902619000,981439000,0,0,0,0,0,0,0,0,0,0,0,0,15990784,0,0.000000,0.212603,575.404474,325673,488599,579819,876610,488577,979982,1388224,1566166,2168577,1378057,505,1231,1490,2730,1229,NA,NA,NA,NA,NA,130644,177343,198172,212515,176270,3897,6324,7529,9108,6275
1770222405729184000,diff_redraw,1,unicode_stress_width_churn,grapheme_stress,churn,200,60,20000,1000,69420,241875,501187,881542,17396500,556711,6224224000,4024665000,2199559000,0,0,0,0,0,0,0,0,0,0,0,0,16089088,0,0.000000,0.212215,3780.325105,524324,860197,1046491,1512177,863503,1638018,2550509,2928748,3584746,2535038,468,1451,1744,2914,1455,NA,NA,NA,NA,NA,203120,307957,350775,388578,306040,5700,9380,11071,15330,9319
1770222419522594000,diff_redraw,1,unicode_stress_style_flicker,common,flat,200,60,20000,1000,69420,14125,14958,17000,190333,15177,1028335000,903604000,124731000,0,0,0,0,0,0,0,0,0,0,0,0,16154624,0,0.000000,0.000000,1.000000,67305,78632,85036,263320,78849,247921,250711,250867,671088,250815,183,1130,1291,3557,1142,NA,NA,NA,NA,NA,31017,31017,31017,31017,31017,102,104,106,239,104
1770222421796918000,diff_redraw,1,unicode_stress_style_flicker,common,themed,200,60,20000,1000,69420,3961500,4961354,5842750,51901125,5066878,26947147000,10369827000,16577320000,0,0,0,0,0,0,0,0,0,0,0,0,16203776,0,0.000000,1.000000,10497.000000,4288135,4667615,4940367,6059025,4691930,15908572,16581303,16709554,17162900,16582836,3023,3840,4258,5505,3863,NA,NA,NA,NA,NA,1961661,1964725,1967883,1967883,1964863,3727,3925,4184,11044,3960
1770222525029720000,diff_redraw,1,unicode_stress_style_flicker,common,churn,200,60,20000,1000,69420,4418333,5079187,5928708,58795583,5191530,28601714000,11237960000,17363754000,0,0,0,0,0,0,0,0,0,0,0,0,16252928,0,0.000000,1.000000,10510.000000,4346725,4746005,5021689,6187718,4770773,16080469,16672919,16814933,17210504,16677413,3443,4016,4457,6041,4044,NA,NA,NA,NA,NA,1936443,1941677,1947527,1948831,1941860,5096,5472,5967,19414,5552
1770222630880995000,diff_redraw,1,unicode_stress_style_flicker,grapheme_stress,flat,200,60,20000,1000,69420,22083,23125,26292,93958,23609,1239467000,1122510000,116957000,0,0,0,0,0,0,0,0,0,0,0,0,16351232,0,0.000000,0.000000,1.000000,99270,108284,117506,279768,108800,427450,428176,428463,463590,428294,240,1079,1341,3045,1092,NA,NA,NA,NA,NA,59449,59449,59449,59449,59449,30,36,46,3073,38
1770222633372241000,diff_redraw,1,unicode_stress_style_flicker,grapheme_stress,themed,200,60,20000,1000,69420,4512000,5176750,6031917,58210584,5288890,27201017000,10481489000,16719528000,0,0,0,0,0,0,0,0,0,0,0,0,16449536,0,0.000000,1.000000,9933.000000,4118279,4607756,4894681,6448455,4633412,15579138,16184622,16309694,16997709,16186093,3375,3957,4369,5575,3978,NA,NA,NA,NA,NA,1877446,1881242,1883743,1883743,1881090,5976,6226,6565,16384,6280
1770222741050725000,diff_redraw,1,unicode_stress_style_flicker,grapheme_stress,churn,200,60,20000,1000,69420,4327375,5169916,6070792,61331208,5281245,28112651000,11049357000,17063294000,0,0,0,0,0,0,0,0,0,0,0,0,16547840,0,0.000000,1.000000,10030.000000,4335558,4715170,5005262,6311950,4739268,15677874,16412199,16556198,16984601,16414346,3474,4126,4552,5769,4150,NA,NA,NA,NA,NA,1864934,1872804,1879989,1882956,1873865,7383,7948,8668,26703,8060
